symptoms	sentences
frustration	It's the pain that's been going on for so long that the body's not strong enough to bear the pain and do what's right.
spasms	What a spasm.
hemorrhoid	What's a hemorrhoid?
hemorrhoid	Doctor, I'm a girl. Do I have hemorrhoids?
loose stool,abdominal pain	After eating a little, he ate four appetizers, then a little of stomach ache, went to the toilet for a porridge, sat for almost an hour, and then felt comfortable after a little while, this time in the water. I didn't eat any cool, irritable food. I had no idea. What's going on?
abdominal pain	There was a stomach ache at first.
diarrhea,loose stool	After the operation, there was a flow tube, there was sepsis in the abdominal cavity, abdominal abdominal abdominal abstinence, and was there any connection between deformity and surgery, and how long would it be possible to return to normal?
diarrhea,difficult eating,abdominal distention,stomach ache	A few days ago, the stomach swollen, and the diarrhea began to grow, all of which were dysentery, 10 times a night.Some medications used to treat stomach pains improved slightly and were less likely to eat. Diarrhoea is reduced, but it continues to be scarce... For four days now, if you eat something, you'll have an absolute stomach swollen, and you'll be out of the water. What's the problem? There's still two days to rest and see a doctor!
stomach ache,abdominal distention	But now, when you eat something, your stomach hurts, and you're still in the water. What's the medicine? You'll have to work two days before you go to the hospital. Thank you.
frustration,abdominal distention	The stomach swells up, the body is weak, the body is weak.(Men, 25)
disgusting	I'm sorry, Doctor. This is disgusting. I'm sorry.
difficult eating,dysphagia,counter-current,stomach ache	During the 13th week of pregnancy, a little of food is clogged up, it can't swallow, it's anti-acid, it's so painful in the stomach, it's so hot in the hot water, it's so bad to eat, it's hard to sleep at night. What are we going to do about it?
hiccup,gastrointestinal discomfort	A month ago, his mouth suffered a little, a week ago, his stomach was not feeling well, he wanted to breathe, 15 years of stomach scans were chronic stomach inflammation, now his mouth is bitter, dry, especially at night, now he doesn't have stomach mirrors, he's got white tongue, he's got skirts on the edge.
cough,difficult eating,disgusting,gastrointestinal discomfort	There is a gastrointestinal cold, no symptoms of the respiratory tract, but symptoms of the digestive tract, so there's no cough, no sneezing and no snot, but there's no appetite, no nausea, no appetite, no appetite, no eating, and afterwards vomiting.
difficult eating,disgusting	You throw up, you eat, you can't eat. Fourth day, yesterday's birth check-ups are normal. What's the reason? Is it a stomach disease?
counter-current	No anti-acid. It was at the beginning of the first day that I ate sesame and walnuts in the morning and then ate in an hour. Then I smelled the food, and then I threw up after dinner, and then I had some ass tea in the afternoon, some sugary oranges, and ate the hot pot at night.
difficult eating,disgusting,gastrointestinal discomfort	It's just a bad appetite. You want to throw up when you eat.
diarrhea,hunger,disgusting	I'm hungry, but I don't want to eat. I feel sick when I eat it, and I feel a little diarrhea the other day.
heat	No heat.
difficult eating	Two weeks of weightless and thinner. For a few days, I'm afraid the baby won't keep up with the nutrition. I can't eat it again.
disgusting	I threw up once today, and suddenly before dinner, when I wanted to throw up, I threw up. I'm sick of my stomach when I eat.
gastrointestinal dysfunction,disgusting,abdominal distention	Gastrointestinal neurological disorders, nausea and nausea (Men, 46 years old)
gastrointestinal discomfort	It's been a year since you've had a stomach pill that doesn't work, and one time you've had a little drink, and you've had a bad stomach.
helicobacter infection	Because in previous years there had been neurological disorders and this was also the case when the gastric mirror, which was shallow gastric inflammation five years ago, was a pneumococcal claustrophynosis three years ago, and this time it was almost normal not to have been examined two months before the gastric inflammation.
loose stool	Pooing once a day, sometimes twice a day, has a punctuation.
disgusting,abdominal distention,gastrointestinal discomfort	It's the nausea of swollen stomachs and sometimes a slight pain in the stomach.
shortness of breath	It feels like a lot of gas goes down, and it's short.
frustration,loose stool,bowel sound,hiccup	It's not good, it stinks, it's weak. Hiccup, belly grunt.
abdominal distention	A little abdominal.
hiccup,bowel sound	No, it started these two days, and my stomach was grunt and grunt and hiccup.
back pain,abdominal pain	On the evening of 18 February 2018, at 11 a.m., the lower right tummy was suddenly in pain, and I went to the hospital for half an hour, and the doctor and I gave me three painkillers to drink a capsule and said that it would be fine if the pain were still there the following morning, that it would not hurt after an hour, that I would take another painkiller at dawn, and that it would not hurt afterwards. I went to the hospital to examine the doctor's analysis of the urinary stone, and I went to the examination without the urinary stone, just a fat liver. By 6 a.m. on February 21st, I had a pain on my right lower corner, and I had a painkiller that wasn't so bad right now.
back pain	I'm having more pain on my right corner.
hiccup,counter-current	Anti-Acid, what if you burp for a few days?
diarrhea	Oh, my God.
disgusting	Ten centimeters of twitch on the belly button. Disgusting.
disgusting	It's a little less painful now, but it's disgusting.
indigestion,spasms	Is this stomach spasm or indigestion?
abdominal pain	I'm sorry.
diarrhea	I'm always having a stomach tummy when I drink, but I'll be fine if I don't. Thank you.
diarrhea	Queuing,
diarrhea	You can drink, you can't smoke, you can feel a tummy if you drink too much.
diarrhea	Pretty much. And then the menstruation starts with diarrhea.
abdominal pain	What's wrong with the pain in the belly?
abdominal pain	It hurt on the left and on the right. It hurt in the middle.
diarrhea	I had a diarrhea once, but after a day or two, I was fine.
helicobacter infection,abdominal pain	Not long ago, my symptoms were pain from the heart to the belly, the pain was not fixed, the stomach mirrors and exhale tests were performed, the phantom snails were found, and the drug was taken for a while, but recently it was suddenly felt that the abdominal had more pain than before and that the pain was stronger than before.
black poo	Shit's all black.
seung jo	Kids have allergies to chain spores, stuff like that.
stomach ache	I've been having stomach pains for two or three days, and I've been taking pills, but it's not good. What's going on?
hiccup,counter-current	There's no anti-acid burp.
abdominal distention	The stomach's not swollen either.
diarrhea	Shit's been diarrhea for the last two days.
diarrhea	What's wrong with you?
diarrhea	What's wrong with my husband having a chili when he doesn't eat it?
diarrhea	I haven't had a better stomach for five days. I don't think it's a good thing to eat a trance.
stomach ache,abdominal pain	I'm sorry. I'm sorry. Furthermore, I'm sorry.
hiccup,abdominal distention	There's burp stomach swelling, the others' no.
hiccup,stomach ache	Hello doctor, the esophagus is hot. It's like something's stuck. It's going to burn up the stomach. Furthermore, it'll just take a while. Furthermore, it'll be a few minutes.
hiccup,stomach ache	The esophagus was hot and burped the other day, but the stomach didn't hurt.
hiccup,stomach ache	The main thing is that the fever in the esophagus increases stomach pain after hiccup.
